,Адрес объекта,Тип Объекта,Этажность объекта,Дата постройки,Общая площадь объекта,year_range,Number_of_storeys_range,year_range_1959-1989,year_range_1990-2000,year_range_2001-2010,year_range_2011-2024,Number_of_storeys_range_3-4,Number_of_storeys_range_5-9,Number_of_storeys_range_10-12,Number_of_storeys_range_> 13
4426,"ул. Рихарда Зорге, д.35 корп.2",Другое строение,2,1974,0.01,1959-1989,1-2,True,False,False,False,False,False,False,False
4427,"ул. Рихарда Зорге, д.35 корп.3",Другое строение,2,2014,0.01,2011-2024,1-2,False,False,False,True,False,False,False,False
4428,"ул. Рихарда Зорге, д.35 корп.а",Другое строение,2,1966,0.06,1959-1989,1-2,True,False,False,False,False,False,False,False
4429,"ул. Рихарда Зорге, д.35 корп.А.",Другое строение,2,1966,0.01,1959-1989,1-2,True,False,False,False,False,False,False,False
4430,"ул. Рихарда Зорге, д.35. корп.1",Другое строение,1,,0.01,,,False,False,False,False,False,False,False,False
4431,"ул. Рихарда Зорге, д.36",Многоквартирный дом,5,1966,4248.3,1959-1989,5-9,True,False,False,False,False,True,False,False
4432,"ул. Рихарда Зорге, д.36 корп.1",Многоквартирный дом,5,1966,1745.0,1959-1989,5-9,True,False,False,False,False,True,False,False
4433,"ул. Рихарда Зорге, д.36 корп.2",Многоквартирный дом,9,1967,2273.5,1959-1989,5-9,True,False,False,False,False,True,False,False
4434,"ул. Рихарда Зорге, д.37",Многоквартирный дом,9,1976,6797.01,1959-1989,5-9,True,False,False,False,False,True,False,False
4435,"ул. Рихарда Зорге, д.37 корп.1",Многоквартирный дом,9,1973,7542.3,1959-1989,5-9,True,False,False,False,False,True,False,False
4436,"ул. Рихарда Зорге, д.37 корп.2",Многоквартирный дом,9,1973,7581.1,1959-1989,5-9,True,False,False,False,False,True,False,False
4437,"ул. Рихарда Зорге, д.37 корп.3",Многоквартирный дом,9,1973,7610.3,1959-1989,5-9,True,False,False,False,False,True,False,False
4438,"ул. Рихарда Зорге, д.37. корп.1",Другое строение,1,,0.01,,,False,False,False,False,False,False,False,False
4439,"ул. Рихарда Зорге, д.37. корп.3",Другое строение,1,,0.01,,,False,False,False,False,False,False,False,False
4440,"ул. Рихарда Зорге, д.38",Многоквартирный дом,9,1970,2747.4,1959-1989,5-9,True,False,False,False,False,True,False,False
4441,"ул. Рихарда Зорге, д.38 корп.1",Многоквартирный дом,5,1965,3564.6,1959-1989,5-9,True,False,False,False,False,True,False,False
4442,"ул. Рихарда Зорге, д.38 корп.2",Многоквартирный дом,5,1965,3612.5,1959-1989,5-9,True,False,False,False,False,True,False,False
4443,"ул. Рихарда Зорге, д.38 корп.2а",Другое строение,1,,0.01,,,False,False,False,False,False,False,False,False
4444,"ул. Рихарда Зорге, д.38 корп.3",Многоквартирный дом,5,1965,4203.9,1959-1989,5-9,True,False,False,False,False,True,False,False
4445,"ул. Рихарда Зорге, д.4",Многоквартирный дом,9,1966,2886.7,1959-1989,5-9,True,False,False,False,False,True,False,False
4446,"ул. Рихарда Зорге, д.40",Многоквартирный дом,5,1965,5108.3,1959-1989,5-9,True,False,False,False,False,True,False,False
4447,"ул. Рихарда Зорге, д.40 корп.1",Многоквартирный дом,5,1965,3558.5,1959-1989,5-9,True,False,False,False,False,True,False,False
4448,"ул. Рихарда Зорге, д.40 корп.2",Многоквартирный дом,5,1965,3578.9,1959-1989,5-9,True,False,False,False,False,True,False,False
4449,"ул. Рихарда Зорге, д.40 корп.3",Другое строение,2,1970,0.01,1959-1989,1-2,True,False,False,False,False,False,False,False
4450,"ул. Рихарда Зорге, д.41",Другое строение,1,,0.01,,,False,False,False,False,False,False,False,False
4451,"ул. Рихарда Зорге, д.43 корп.1",Многоквартирный дом,9,1970,15877.7,1959-1989,5-9,True,False,False,False,False,True,False,False
4452,"ул. Рихарда Зорге, д.43 корп.2",Другое строение,2,,0.01,,1-2,False,False,False,False,False,False,False,False
4453,"ул. Рихарда Зорге, д.44",Многоквартирный дом,9,1971,14397.1,1959-1989,5-9,True,False,False,False,False,True,False,False
4454,"ул. Рихарда Зорге, д.44 корп.2",Многоквартирный дом,5,1966,3562.9,1959-1989,5-9,True,False,False,False,False,True,False,False
4455,"ул. Рихарда Зорге, д.44.",Магазины,9,,0.0,,5-9,False,False,False,False,False,True,False,False
4456,"ул. Рихарда Зорге, д.45",Многоквартирный дом,9,1970,13755.4,1959-1989,5-9,True,False,False,False,False,True,False,False
4457,"ул. Рихарда Зорге, д.45 корп.1",Многоквартирный дом,9,1976,3886.79,1959-1989,5-9,True,False,False,False,False,True,False,False
4458,"ул. Рихарда Зорге, д.45 корп.2",Другое строение,3,2009,0.01,2001-2010,3-4,False,False,True,False,True,False,False,False
4459,"ул. Рихарда Зорге, д.45 корп.3",Многоквартирный дом,5,1967,3564.6,1959-1989,5-9,True,False,False,False,False,True,False,False
4460,"ул. Рихарда Зорге, д.45 корп.4",Многоквартирный дом,5,1967,6164.4,1959-1989,5-9,True,False,False,False,False,True,False,False
4461,"ул. Рихарда Зорге, д.45 корп.5",Многоквартирный дом,5,1967,6144.0,1959-1989,5-9,True,False,False,False,False,True,False,False
4462,"ул. Рихарда Зорге, д.46",Многоквартирный дом,9,1973,12254.5,1959-1989,5-9,True,False,False,False,False,True,False,False
4463,"ул. Рихарда Зорге, д.46 корп.1",Многоквартирный дом,5,1966,3556.5,1959-1989,5-9,True,False,False,False,False,True,False,False
4464,"ул. Рихарда Зорге, д.46 корп.2",Многоквартирный дом,5,1966,3558.7,1959-1989,5-9,True,False,False,False,False,True,False,False
4465,"ул. Рихарда Зорге, д.46 корп.3",Многоквартирный дом,5,1966,3596.9,1959-1989,5-9,True,False,False,False,False,True,False,False
4466,"ул. Рихарда Зорге, д.46.",Другое строение,9,,0.01,,5-9,False,False,False,False,False,True,False,False
4467,"ул. Рихарда Зорге, д.47",Многоквартирный дом,9,1976,3840.3,1959-1989,5-9,True,False,False,False,False,True,False,False
4468,"ул. Рихарда Зорге, д.47 корп.1",Многоквартирный дом,9,1969,12283.0,1959-1989,5-9,True,False,False,False,False,True,False,False
4469,"ул. Рихарда Зорге, д.47 корп.2",Многоквартирный дом,12,1982,2749.2,1959-1989,10-12,True,False,False,False,False,False,True,False
4470,"ул. Рихарда Зорге, д.48 корп.1",Многоквартирный дом,5,1966,3567.0,1959-1989,5-9,True,False,False,False,False,True,False,False
4471,"ул. Рихарда Зорге, д.48 корп.2",Многоквартирный дом,5,1966,3563.6,1959-1989,5-9,True,False,False,False,False,True,False,False
4472,"ул. Рихарда Зорге, д.48 корп.3",Другое строение,2,1968,0.01,1959-1989,1-2,True,False,False,False,False,False,False,False
4473,"ул. Рихарда Зорге, д.49",Многоквартирный дом,9,1982,15998.1,1959-1989,5-9,True,False,False,False,False,True,False,False
4474,"ул. Рихарда Зорге, д.49 корп.1",Многоквартирный дом,5,1967,3550.1,1959-1989,5-9,True,False,False,False,False,True,False,False
4475,"ул. Рихарда Зорге, д.5",Другое строение,5,1996,0.01,1990-2000,5-9,False,True,False,False,False,True,False,False
4476,"ул. Рихарда Зорге, д.50",Другое строение,2,,0.01,,1-2,False,False,False,False,False,False,False,False
4477,"ул. Рихарда Зорге, д.50 корп.1",Многоквартирный дом,5,1968,5234.8,1959-1989,5-9,True,False,False,False,False,True,False,False
4478,"ул. Рихарда Зорге, д.52",Многоквартирный дом,5,1966,3565.0,1959-1989,5-9,True,False,False,False,False,True,False,False
4479,"ул. Рихарда Зорге, д.52 корп.1",Многоквартирный дом,5,1966,3563.4,1959-1989,5-9,True,False,False,False,False,True,False,False
4480,"ул. Рихарда Зорге, д.54",Многоквартирный дом,9,1970,13692.4,1959-1989,5-9,True,False,False,False,False,True,False,False
4481,"ул. Рихарда Зорге, д.58",Другое строение,4,,0.05,,3-4,False,False,False,False,True,False,False,False
4482,"ул. Рихарда Зорге, д.58 корп.2",Другое строение,4,,0.01,,3-4,False,False,False,False,True,False,False,False
4483,"ул. Рихарда Зорге, д.6",Многоквартирный дом,5,1969,5195.2,1959-1989,5-9,True,False,False,False,False,True,False,False
4484,"ул. Рихарда Зорге, д.60",Другое строение,3,1986,1182.11,1959-1989,3-4,True,False,False,False,True,False,False,False
4486,"ул. Рихарда Зорге, д.62",Многоквартирный дом,20,2013,9236.9,2011-2024,> 13,False,False,False,True,False,False,False,True
4487,"ул. Рихарда Зорге, д.63 корп.1",Другое строение,2,,0.01,,1-2,False,False,False,False,False,False,False,False
4488,"ул. Рихарда Зорге, д.63 корп.4",Многоквартирный дом,20,2015,10762.6,2011-2024,> 13,False,False,False,True,False,False,False,True
4489,"ул. Рихарда Зорге, д.63 корп.5",Многоквартирный дом,20,2015,9654.3,2011-2024,> 13,False,False,False,True,False,False,False,True
4490,"ул. Рихарда Зорге, д.63 корп.6",Многоквартирный дом,22,2015,9660.4,2011-2024,> 13,False,False,False,True,False,False,False,True
4491,"ул. Рихарда Зорге, д.64",Многоквартирный дом,7,2008,9385.8,2001-2010,5-9,False,False,True,False,False,True,False,False
4492,"ул. Рихарда Зорге, д.64 корп.1",Многоквартирный дом,7,2008,4797.2,2001-2010,5-9,False,False,True,False,False,True,False,False
4493,"ул. Рихарда Зорге, д.64 корп.2",Многоквартирный дом,7,2008,4594.3,2001-2010,5-9,False,False,True,False,False,True,False,False
